education_level,experience,location,job_title,age,gender,salary
High School,19,Suburban,Software Engineer,44,Female,103740
Bachelor's,10,Urban,Customer Support,56,Female,37500
PhD,8,Rural,HR Manager,23,Female,81812
High School,28,Urban,Data Analyst,40,Male,115200
Master's,28,Rural,Marketing Executive,40,Male,78540
Master's,22,Rural,Customer Support,30,Female,49087
Bachelor's,21,Rural,Director,45,Male,209099
High School,29,Suburban,Marketing Executive,30,Male,65170
PhD,6,Suburban,Marketing Executive,24,Male,54031
PhD,25,Suburban,HR Manager,22,Female,146953
Bachelor's,24,Suburban,Software Engineer,44,Female,146300
Bachelor's,19,Suburban,Marketing Executive,43,Male,64837
High School,19,Suburban,Marketing Executive,29,Female,51870
PhD,3,Rural,Clerk,50,Female,24437
PhD,16,Urban,Data Scientist,38,Female,180000
Master's,7,Rural,Director,57,Female,151470
Bachelor's,7,Suburban,Customer Support,37,Male,32062
High School,2,Urban,Product Manager,30,Male,83600
PhD,4,Rural,Director,57,Female,153000
Bachelor's,16,Urban,HR Manager,48,Male,99000
PhD,30,Rural,Technician,56,Male,79687
Master's,14,Rural,Clerk,32,Male,31790
Master's,20,Urban,Marketing Executive,41,Male,77000
High School,28,Rural,Data Scientist,41,Male,130560
High School,11,Rural,Clerk,24,Female,21080
Master's,3,Suburban,Director,27,Female,144210
PhD,15,Rural,Product Manager,50,Female,176640
Master's,26,Rural,Marketing Executive,43,Male,75267
High School,12,Rural,HR Manager,58,Male,59840
PhD,6,Suburban,Customer Support,46,Male,38593
PhD,25,Suburban,Product Manager,52,Male,253828
PhD,22,Suburban,Data Analyst,49,Male,149625
High School,2,Rural,Clerk,39,Male,14960
Bachelor's,20,Urban,Customer Support,56,Male,50000
Master's,24,Suburban,Data Scientist,39,Male,183920
High School,22,Rural,Customer Support,57,Female,35700
PhD,2,Suburban,HR Manager,58,Female,71843
PhD,29,Urban,Data Analyst,22,Male,183750
PhD,11,Rural,Software Engineer,27,Male,115281
Master's,19,Rural,Technician,24,Female,54697
Bachelor's,7,Suburban,Technician,49,Female,38475
Bachelor's,2,Suburban,Software Engineer,59,Male,73150
High School,13,Suburban,Technician,45,Female,37620
High School,26,Urban,Director,35,Female,220799
PhD,24,Rural,Director,22,Female,280500
Bachelor's,21,Suburban,HR Manager,30,Female,107112
PhD,26,Suburban,Data Scientist,32,Male,218499
Bachelor's,5,Rural,Technician,41,Male,31875
PhD,7,Suburban,Clerk,56,Male,32062
High School,0,Suburban,Product Manager,35,Male,72200
High School,16,Urban,Customer Support,30,Female,36000
PhD,28,Urban,HR Manager,39,Female,165000
High School,0,Urban,Product Manager,54,Male,76000
PhD,24,Rural,Clerk,38,Female,46750
Bachelor's,10,Urban,Data Analyst,55,Female,90000
Master's,1,Suburban,Product Manager,55,Male,104238
PhD,25,Suburban,Data Scientist,47,Female,213750
Master's,11,Suburban,Product Manager,48,Male,153876
Master's,16,Urban,Technician,54,Female,59400
PhD,4,Urban,HR Manager,27,Male,82500
PhD,0,Suburban,HR Manager,43,Female,65312
PhD,16,Suburban,Marketing Executive,33,Female,74812
PhD,5,Urban,Marketing Executive,30,Male,54687
PhD,4,Urban,Technician,60,Male,45000
Bachelor's,18,Urban,Clerk,35,Male,38000
Master's,1,Rural,HR Manager,37,Male,53996
PhD,14,Suburban,Data Analyst,29,Male,121125
PhD,4,Suburban,Customer Support,37,Male,35625
Master's,1,Urban,Technician,45,Male,34650
Master's,10,Suburban,Data Analyst,51,Female,94050
PhD,19,Suburban,Data Analyst,59,Male,138937
Bachelor's,23,Rural,Data Scientist,41,Male,146200
PhD,26,Suburban,Technician,38,Male,81937
Bachelor's,25,Suburban,Director,33,Female,256500
Master's,0,Urban,Marketing Executive,45,Male,38500
Bachelor's,0,Urban,Marketing Executive,54,Female,35000
High School,21,Urban,Director,21,Male,196799
Bachelor's,19,Urban,Technician,39,Male,58500
High School,30,Urban,HR Manager,30,Female,110000
Master's,5,Rural,HR Manager,36,Male,64281
PhD,22,Rural,Marketing Executive,27,Female,78093
High School,24,Urban,Customer Support,29,Female,44000
Bachelor's,19,Suburban,Product Manager,41,Female,175987
High School,1,Rural,HR Manager,46,Female,39270
Master's,27,Suburban,Data Scientist,43,Male,196460
Bachelor's,17,Urban,Clerk,27,Female,37000
Master's,23,Rural,Clerk,33,Male,40205
Master's,27,Urban,Director,32,Female,310200
High School,28,Suburban,HR Manager,21,Female,100320
Master's,11,Suburban,Data Scientist,46,Male,129580
High School,13,Rural,Data Analyst,21,Male,67320
Bachelor's,28,Urban,Clerk,26,Male,48000
High School,20,Urban,Technician,27,Male,48000
PhD,19,Rural,HR Manager,44,Female,113953
PhD,17,Suburban,Software Engineer,54,Male,153781
PhD,18,Urban,HR Manager,28,Male,130625
PhD,1,Rural,HR Manager,36,Male,61359
Bachelor's,20,Suburban,Data Scientist,41,Male,152000
Master's,30,Urban,Data Scientist,25,Female,220000
High School,6,Rural,Data Scientist,50,Female,70720
High School,4,Rural,Product Manager,29,Female,77520
High School,21,Urban,Marketing Executive,32,Male,57399
Master's,16,Suburban,Clerk,47,Female,37620
PhD,4,Suburban,HR Manager,60,Female,78375
Bachelor's,9,Rural,Customer Support,52,Female,30812
Bachelor's,13,Urban,Clerk,44,Female,33000
PhD,11,Suburban,Data Analyst,40,Male,110437
Master's,30,Urban,Product Manager,37,Female,261250
Master's,3,Rural,Product Manager,38,Male,102148
High School,8,Rural,Director,50,Male,114240
Bachelor's,9,Rural,Product Manager,37,Female,117087
Bachelor's,17,Suburban,Director,54,Female,210900
High School,17,Urban,Technician,46,Male,44400
PhD,10,Rural,Data Analyst,41,Male,95625
High School,21,Urban,Product Manager,25,Male,155800
Bachelor's,29,Suburban,Technician,29,Female,69825
High School,14,Urban,Data Analyst,21,Male,81600
PhD,10,Urban,Customer Support,53,Male,46875
Master's,9,Urban,Technician,21,Male,47850
Master's,10,Urban,Data Scientist,32,Male,132000
High School,17,Suburban,Technician,35,Male,42180
Bachelor's,16,Urban,Director,35,Female,216000
PhD,24,Urban,Data Analyst,44,Male,165000
Bachelor's,9,Suburban,Data Analyst,58,Female,82650
Master's,20,Urban,Marketing Executive,53,Male,77000
Bachelor's,8,Suburban,Customer Support,46,Female,33250
Master's,4,Suburban,Director,21,Female,150480
High School,25,Rural,Customer Support,37,Male,38250
High School,7,Suburban,Customer Support,26,Female,25650
Bachelor's,1,Urban,Data Analyst,38,Male,63000
Bachelor's,3,Rural,Software Engineer,49,Female,68425
Master's,9,Suburban,Marketing Executive,41,Female,53033
High School,19,Rural,Customer Support,25,Male,33150
PhD,2,Rural,Marketing Executive,57,Female,40906
High School,17,Rural,Technician,45,Male,37740
High School,2,Rural,Technician,39,Female,22440
Master's,20,Urban,Clerk,29,Male,44000
Master's,14,Suburban,Customer Support,39,Female,44412
High School,28,Rural,Data Analyst,28,Male,97920
High School,17,Urban,Customer Support,23,Male,37000
PhD,19,Suburban,HR Manager,46,Female,127359
Master's,15,Rural,Marketing Executive,46,Female,57268
PhD,5,Rural,Product Manager,33,Male,126171
PhD,2,Suburban,Software Engineer,45,Male,91437
Bachelor's,24,Suburban,Data Analyst,51,Female,125400
Master's,16,Suburban,Product Manager,30,Female,178695
High School,2,Suburban,Data Scientist,25,Male,66880
Master's,7,Urban,Customer Support,28,Male,37125
Master's,22,Rural,Director,28,Female,235620
PhD,29,Rural,Director,34,Male,312375
Bachelor's,11,Urban,Software Engineer,39,Female,108500
PhD,1,Urban,Marketing Executive,59,Female,45937
PhD,27,Rural,Data Scientist,55,Female,199750
High School,26,Urban,Data Analyst,53,Female,110399
PhD,24,Suburban,HR Manager,37,Female,143687
PhD,7,Rural,Technician,25,Male,43031
Master's,24,Urban,Technician,26,Male,72600
Bachelor's,29,Rural,Technician,55,Female,62475
Master's,11,Suburban,Technician,43,Female,48592
Master's,17,Urban,HR Manager,47,Female,111925
Master's,0,Rural,Data Scientist,54,Female,74800
PhD,3,Suburban,Software Engineer,34,Female,95593
High School,9,Suburban,Marketing Executive,58,Female,38570
Bachelor's,30,Urban,Data Scientist,32,Female,200000
PhD,9,Suburban,Software Engineer,56,Male,120531
Bachelor's,16,Rural,Software Engineer,34,Male,107100
Bachelor's,2,Suburban,Data Scientist,21,Male,83600
High School,16,Rural,Customer Support,47,Male,30600
High School,30,Suburban,Clerk,60,Male,38000
PhD,3,Urban,Marketing Executive,54,Male,50312
PhD,21,Rural,Customer Support,35,Female,54453
Master's,5,Urban,Customer Support,58,Male,34375
PhD,22,Suburban,Marketing Executive,35,Female,87281
PhD,16,Suburban,Data Analyst,31,Male,128250
Master's,12,Suburban,Product Manager,58,Female,158840
Master's,14,Rural,Data Scientist,23,Male,127160
High School,21,Urban,Product Manager,30,Female,155800
High School,0,Rural,Data Scientist,41,Male,54400
PhD,21,Suburban,Data Scientist,59,Male,194749
Bachelor's,1,Rural,HR Manager,34,Female,49087
High School,30,Suburban,Clerk,43,Male,38000
Master's,8,Suburban,Data Scientist,51,Male,117039
Master's,11,Rural,Customer Support,45,Male,36231
Bachelor's,28,Urban,Product Manager,36,Male,228000
Bachelor's,22,Urban,Director,59,Female,252000
PhD,0,Rural,Software Engineer,51,Female,74375
Master's,18,Suburban,Technician,51,Male,59565
Bachelor's,1,Rural,Marketing Executive,37,Male,31237
High School,26,Suburban,Clerk,51,Male,34960
Master's,25,Urban,Director,22,Male,297000
Bachelor's,29,Urban,Customer Support,50,Female,61250
Master's,4,Suburban,Technician,30,Female,37620
Master's,7,Urban,Clerk,42,Male,29700
Master's,23,Urban,Software Engineer,28,Female,165550
High School,27,Rural,Data Analyst,38,Male,95880
High School,6,Rural,Clerk,30,Female,17680
Master's,14,Urban,HR Manager,41,Male,102850
High School,27,Urban,Customer Support,28,Female,47000
High School,5,Urban,Director,23,Female,120000
Bachelor's,5,Urban,Director,28,Male,150000
PhD,9,Urban,Director,38,Male,217500
PhD,6,Urban,Clerk,38,Male,32500
PhD,9,Rural,Director,43,Male,184875
High School,0,Urban,Data Scientist,55,Male,64000
Master's,12,Suburban,Marketing Executive,54,Male,58520
High School,11,Urban,Technician,55,Male,37200
Bachelor's,17,Suburban,Customer Support,40,Female,43937
Bachelor's,29,Suburban,Software Engineer,25,Female,162925
PhD,17,Rural,Director,51,Female,235875
High School,29,Suburban,Software Engineer,59,Male,130340
High School,16,Urban,Data Scientist,25,Male,115200
PhD,15,Urban,HR Manager,51,Female,120312
PhD,11,Rural,Customer Support,21,Male,41171
Bachelor's,8,Suburban,Product Manager,57,Male,126349
Master's,25,Rural,Director,25,Female,252450
Bachelor's,1,Urban,Product Manager,48,Female,99750
High School,1,Rural,HR Manager,59,Female,39270
High School,19,Suburban,Customer Support,37,Female,37050
Bachelor's,17,Urban,Clerk,50,Male,37000
High School,15,Suburban,Technician,49,Female,39900
Bachelor's,27,Suburban,Director,54,Male,267900
Bachelor's,0,Rural,Data Analyst,48,Female,51000
Master's,16,Rural,Software Engineer,29,Female,117810
Master's,22,Suburban,Marketing Executive,28,Male,76807
PhD,7,Rural,Clerk,51,Female,28687
High School,6,Urban,Data Scientist,42,Female,83200
High School,4,Urban,Director,30,Male,115200
High School,24,Urban,Clerk,30,Female,35200
Bachelor's,8,Rural,Software Engineer,43,Male,83300
Bachelor's,8,Suburban,Data Analyst,60,Female,79800
High School,30,Rural,HR Manager,34,Male,93500
PhD,1,Rural,Clerk,28,Male,22312
PhD,18,Urban,Software Engineer,41,Female,166250
Master's,0,Rural,Clerk,49,Female,18700
PhD,5,Urban,Customer Support,22,Female,39062
PhD,9,Urban,Customer Support,25,Male,45312
PhD,21,Urban,Software Engineer,33,Female,179374
PhD,11,Suburban,Product Manager,38,Male,174859
Master's,12,Rural,Data Scientist,33,Male,119680
High School,30,Suburban,HR Manager,26,Male,104500
Bachelor's,6,Rural,Software Engineer,47,Female,77350
PhD,29,Suburban,Data Analyst,22,Female,174562
High School,6,Suburban,Data Scientist,34,Male,79040
Bachelor's,6,Urban,Customer Support,31,Male,32500
High School,16,Rural,Marketing Executive,33,Male,42840
PhD,30,Suburban,Marketing Executive,44,Female,103906
PhD,4,Suburban,Director,22,Female,171000
PhD,0,Rural,Technician,26,Female,31875
Bachelor's,6,Suburban,Director,44,Female,148200
Master's,30,Rural,Technician,49,Female,70125
High School,24,Suburban,Software Engineer,54,Female,117040
Bachelor's,6,Suburban,Marketing Executive,59,Male,43225
High School,27,Urban,Data Analyst,53,Female,112800
High School,18,Rural,Clerk,58,Female,25840
Master's,10,Rural,HR Manager,60,Male,77137
High School,10,Suburban,Product Manager,59,Female,108300
Master's,28,Suburban,HR Manager,50,Male,137940
High School,15,Suburban,HR Manager,52,Male,73150
Bachelor's,18,Rural,Data Analyst,50,Male,96900
PhD,16,Suburban,Customer Support,32,Female,53437
PhD,22,Rural,Director,49,Female,267750
PhD,5,Urban,HR Manager,55,Male,85937
PhD,26,Urban,Product Manager,54,Female,273125
Master's,8,Urban,Customer Support,50,Female,38500
Master's,18,Suburban,HR Manager,42,Female,109202
High School,14,Urban,Director,50,Female,163200
High School,9,Urban,Director,48,Male,139200
High School,23,Suburban,Data Scientist,24,Female,130720
Bachelor's,4,Urban,Technician,24,Male,36000
High School,26,Urban,Marketing Executive,40,Female,64399
Master's,26,Suburban,HR Manager,43,Female,132192
PhD,17,Rural,Product Manager,26,Female,186734
Bachelor's,25,Suburban,Technician,58,Male,64125
Bachelor's,15,Suburban,Marketing Executive,55,Male,58187
High School,6,Rural,Director,47,Male,106080
PhD,10,Urban,Director,22,Male,225000
PhD,9,Rural,Product Manager,51,Female,146359
Bachelor's,3,Urban,Product Manager,29,Male,109249
High School,19,Urban,Director,42,Male,187200
High School,20,Rural,Clerk,56,Male,27200
Bachelor's,29,Urban,Software Engineer,42,Female,171500
PhD,7,Urban,Software Engineer,39,Male,118125
Master's,23,Urban,Clerk,59,Female,47300
Master's,17,Rural,Software Engineer,37,Female,121082
High School,28,Urban,Data Analyst,60,Male,115200
Bachelor's,21,Rural,Marketing Executive,47,Male,60987
Master's,2,Urban,Technician,54,Female,36300
Bachelor's,3,Suburban,Software Engineer,39,Female,76475
High School,2,Urban,Technician,26,Female,26400
Master's,27,Rural,Clerk,51,Female,43945
Bachelor's,9,Rural,Software Engineer,46,Female,86275
High School,21,Rural,Director,42,Female,167280
PhD,24,Rural,Data Scientist,48,Male,187000
High School,7,Suburban,Technician,31,Male,30780
High School,13,Rural,Clerk,56,Female,22440
Master's,4,Suburban,Marketing Executive,31,Male,43890
PhD,26,Urban,Marketing Executive,49,Female,100624
PhD,9,Rural,HR Manager,30,Female,84734
PhD,10,Suburban,Technician,33,Male,53437
High School,3,Urban,Customer Support,25,Female,23000
High School,10,Rural,Clerk,33,Female,20400
PhD,8,Urban,Software Engineer,30,Female,122499
High School,13,Urban,Data Analyst,28,Female,79200
Master's,28,Urban,Data Scientist,54,Male,211200
Master's,16,Urban,Technician,23,Male,59400
Bachelor's,4,Urban,Director,56,Male,144000
PhD,27,Rural,Clerk,33,Male,49937
Bachelor's,29,Suburban,Customer Support,29,Male,58187
PhD,29,Suburban,Clerk,57,Female,58187
PhD,1,Urban,Customer Support,27,Female,32812
High School,3,Suburban,Software Engineer,50,Male,61179
Master's,30,Rural,Software Engineer,29,Female,163625
Master's,30,Urban,Customer Support,60,Male,68750
PhD,15,Rural,Clerk,43,Male,37187
PhD,3,Rural,Customer Support,52,Male,30546
Master's,17,Suburban,Product Manager,44,Male,183658
Master's,14,Rural,HR Manager,36,Male,87422
High School,24,Rural,Technician,49,Female,44880
High School,26,Urban,Clerk,24,Male,36800
PhD,3,Rural,Software Engineer,26,Female,85531
High School,28,Rural,Marketing Executive,30,Female,57120
Bachelor's,27,Rural,Data Scientist,57,Female,159800
High School,25,Suburban,Software Engineer,60,Female,119700
Bachelor's,17,Urban,Marketing Executive,60,Female,64750
Bachelor's,7,Suburban,Software Engineer,22,Male,89775
Master's,22,Urban,Product Manager,49,Male,219450
Bachelor's,19,Urban,Technician,26,Male,58500
Bachelor's,1,Suburban,Clerk,23,Male,19950
Bachelor's,9,Urban,Product Manager,28,Male,137750
Bachelor's,18,Rural,Software Engineer,35,Female,113050
High School,13,Suburban,Data Analyst,60,Male,75240
Bachelor's,19,Rural,HR Manager,48,Male,91162
PhD,11,Suburban,Marketing Executive,43,Female,64421
High School,14,Rural,Technician,42,Male,34680
High School,4,Urban,Technician,25,Male,28800
PhD,27,Rural,Software Engineer,33,Male,174781
High School,3,Urban,Product Manager,45,Male,87400
Bachelor's,17,Rural,Marketing Executive,34,Female,55037
High School,15,Urban,Director,42,Female,168000
High School,26,Urban,Software Engineer,21,Male,128799
PhD,14,Rural,Clerk,56,Male,36125
Master's,24,Rural,Customer Support,50,Female,51425
PhD,11,Rural,Software Engineer,58,Male,115281
High School,13,Rural,Data Scientist,59,Male,89760
High School,22,Suburban,Technician,30,Female,47880
PhD,16,Suburban,Technician,34,Female,64125
Bachelor's,7,Rural,Director,41,Female,137700
Bachelor's,14,Rural,HR Manager,60,Male,79475
Bachelor's,13,Urban,Clerk,35,Female,33000
High School,11,Rural,Technician,23,Female,31620
Master's,14,Urban,Data Analyst,33,Male,112200
Master's,3,Urban,HR Manager,25,Female,69575
Master's,7,Rural,Clerk,55,Female,25245
PhD,2,Urban,HR Manager,50,Male,75625
High School,18,Suburban,Data Analyst,52,Male,86640
Master's,21,Urban,Software Engineer,44,Female,157850
PhD,2,Suburban,Technician,39,Male,39187
Master's,18,Urban,Product Manager,54,Male,198550
High School,26,Urban,Technician,34,Female,55199
Bachelor's,22,Suburban,Data Scientist,49,Male,159600
High School,26,Rural,Customer Support,24,Male,39100
High School,17,Urban,Customer Support,59,Female,37000
High School,22,Rural,Customer Support,55,Male,35700
PhD,5,Urban,Technician,55,Male,46875
High School,22,Rural,Customer Support,52,Male,35700
PhD,6,Suburban,Software Engineer,21,Male,108062
High School,27,Urban,Data Scientist,34,Female,150400
Master's,23,Urban,Customer Support,60,Female,59125
Master's,30,Rural,Customer Support,57,Female,58437
Bachelor's,13,Suburban,HR Manager,39,Female,86212
Bachelor's,14,Rural,Data Scientist,50,Male,115600
Bachelor's,24,Urban,Technician,24,Female,66000
Bachelor's,14,Rural,Technician,50,Male,43350
Master's,30,Suburban,Marketing Executive,59,Female,91437
Master's,4,Suburban,Marketing Executive,23,Female,43890
Master's,30,Rural,Clerk,24,Female,46750
High School,8,Rural,Clerk,60,Female,19040
Bachelor's,29,Rural,Director,53,Female,249900
High School,0,Urban,HR Manager,28,Male,44000
High School,7,Rural,Customer Support,22,Male,22950
PhD,3,Rural,Software Engineer,50,Male,85531
High School,5,Urban,Clerk,22,Female,20000
Master's,21,Rural,HR Manager,52,Female,105421
High School,16,Urban,Marketing Executive,59,Female,50400
